id_reporte,fecha_registro,hora_registro,tipo_reporte,prioridad,canal,unidad_gaula_receptora,estado_caso,fase_operativa,nombre_reportante,identificacion_reportante,telefono_reportante,ubicacion_suceso,departamento,municipio,barrio_vereda,latitud,longitud,descripcion_hechos,numero_telefonico_asociado,alias_sospechoso,medio_cuenta_pago,monto_exigido_perdida_estimada,evidencias,observaciones_operador,modalidad,posible_grupo,riesgo_victima,tiempo_transcurrido_horas,patron_detectado,score_riesgo,tendencia_inteligencia,nodo_relacionado,dato_sintetico;;;
"NEXO-147-00478,2025-10-29,17:29,Extorsión,Crítica,WhatsApp Institucional,GAULA Santander,En análisis,Cierre,Luisa Herrera Gómez,DEMO-CC-37790379,3593876199,""Tuluá, Centro"",Valle del Cauca,Tuluá,Centro,4.053726,-76.176078,""Reporte sintético de extorsión bajo modalidad extorsión digital en Tuluá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3948252905,Alias-106,Cripto billetera demo / CTA-DEMO-012,5411583,Correo amenazante"; Comprobante de pago; Mensaje SMS; Enlace sospechoso,Dato ficticio para entrenamiento. Validar patrón: pagos_billetera_digital. Operador: operador.demo1.,Extorsión digital,Red local ficticia Alfa,Crítico,140,pagos_billetera_digital,100,Uso de cuenta repetida,Alias-106|CTA-DEMO-012|3948252905,SI
"NEXO-147-00479,2026-03-23,11:33,Amenaza,Media,WhatsApp Institucional,GAULA Atlántico,Cerrado preventivo,Análisis de inteligencia,Carlos Rodríguez Salazar,DEMO-CC-51832875,3159474200,""Villavicencio, Barrio El Progreso"",Meta,Villavicencio,Barrio El Progreso,4.116067,-73.644268,""Reporte sintético de amenaza bajo modalidad falso servicio en Villavicencio. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3572839990,La Voz,Giro nacional / CTA-DEMO-543,2753901,Audio de llamada"; Enlace sospechoso,Dato ficticio para entrenamiento. Validar patrón: alias_reutilizado. Operador: operador.demo2.,Falso servicio,Actor desconocido,Alto,130,alias_reutilizado,68,Reincidencia por alias,La Voz|CTA-DEMO-543|3572839990,SI;;
"NEXO-147-00480,2026-04-30,21:49,Extorsión,Media,Línea 147,GAULA Valle,En verificación,Verificación inicial,Andrea Gómez Herrera,DEMO-CC-69480232,3368548015,""Magangué, Norte"",Bolívar,Magangué,Norte,9.249021,-74.769964,""Reporte sintético de extorsión bajo modalidad cobro intimidatorio en Magangué. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3675302164,Alias-166,Cuenta corresponsal / CTA-DEMO-736,18086263,Enlace sospechoso"; Captura WhatsApp,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: operador.demo1.,Cobro intimidatorio,Grupo oportunista ficticio,Bajo,179,pico_mensajeria_nocturna,59,Incremento en horario nocturno,Alias-166|CTA-DEMO-736|3675302164,SI;;
"NEXO-147-00481,2025-11-28,13:46,Extorsión,Alta,Correo Institucional,GAULA Meta,Recibido,Cierre,Andrea Moreno Cárdenas,DEMO-CC-87697438,3215812220,""Tuluá, Occidente"",Valle del Cauca,Tuluá,Occidente,4.101643,-76.187484,""Reporte sintético de extorsión bajo modalidad cobro intimidatorio en Tuluá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3995156626,Comando 17,Cuenta corresponsal / CTA-DEMO-018,402926,Correo amenazante,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: analista.demo2.,Cobro intimidatorio,Actor desconocido,Medio,208,pico_mensajeria_nocturna,75,Concentración geográfica,Comando 17|CTA-DEMO-018|3995156626,SI";;;
"NEXO-147-00482,2026-03-12,08:40,Falso servicio,Crítica,Línea 147,GAULA Valle,En verificación,Análisis de inteligencia,Julián Salazar López,DEMO-CC-41539946,3276877701,""Bucaramanga, Sur"",Santander,Bucaramanga,Sur,7.084398,-73.101925,""Reporte sintético de falso servicio bajo modalidad retención simulada en Bucaramanga. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3718125737,Comando 17,Cuenta corresponsal / CTA-DEMO-131,57757057,Comprobante de pago"; Enlace sospechoso,Dato ficticio para entrenamiento. Validar patrón: alias_reutilizado. Operador: director.demo.,Retención simulada,Grupo oportunista ficticio,Alto,100,alias_reutilizado,100,Reincidencia por alias,Comando 17|CTA-DEMO-131|3718125737,SI;;
"NEXO-147-00483,2026-03-01,23:34,Amenaza,Crítica,WhatsApp Institucional,GAULA Meta,En verificación,Coordinación operativa,Juan Rodríguez Acosta,DEMO-CC-94157706,3729487206,""Tuluá, Barrio El Progreso"",Valle del Cauca,Tuluá,Barrio El Progreso,4.058711,-76.180277,""Reporte sintético de amenaza bajo modalidad paquete retenido falso en Tuluá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3469133588,El Mensajero,Nequi / CTA-DEMO-963,54501842,Correo amenazante"; Número telefónico; Enlace sospechoso,Dato ficticio para entrenamiento. Validar patrón: monto_bajo_repetitivo. Operador: operador.demo1.,Paquete retenido falso,Sin determinar,Alto,139,monto_bajo_repetitivo,100,Reincidencia por alias,El Mensajero|CTA-DEMO-963|3469133588,SI;
"NEXO-147-00484,2026-03-20,20:51,Extorsión,Crítica,Línea 147,GAULA Bogotá,Asignado a unidad,Recepción,Natalia López Peña,DEMO-CC-21566544,3734048052,""Buenaventura, Occidente"",Valle del Cauca,Buenaventura,Occidente,3.891586,-77.026089,""Reporte sintético de extorsión bajo modalidad extorsión digital en Buenaventura. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3832730424,El Norte,Bancolombia cuenta ahorro / CTA-DEMO-629,52057108,Número telefónico"; Audio de llamada,Dato ficticio para entrenamiento. Validar patrón: llamadas_recurrentes. Operador: operador.demo2.,Extorsión digital,Sin determinar,Crítico,174,llamadas_recurrentes,100,Crecimiento semanal,El Norte|CTA-DEMO-629|3832730424,SI;;
"NEXO-147-00485,2025-04-11,20:35,Desaparición asociada,Media,Línea 147,GAULA Atlántico,Escalado operativo,Cierre,Mariana Ortega Peña,DEMO-CC-47631591,3028779125,""Granada, Vereda La Esperanza"",Meta,Granada,Vereda La Esperanza,3.576573,-73.691667,""Reporte sintético de desaparición asociada bajo modalidad falso servicio en Granada. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3862384852,Delta,Bancolombia cuenta ahorro / CTA-DEMO-257,6015106,Comprobante de pago"; Número telefónico; Captura WhatsApp,Dato ficticio para entrenamiento. Validar patrón: zona_terminal_transporte. Operador: analista.demo2.,Falso servicio,Actor desconocido,Bajo,192,zona_terminal_transporte,60,Concentración geográfica,Delta|CTA-DEMO-257|3862384852,SI;
"NEXO-147-00486,2025-06-17,20:58,Secuestro,Media,Web Demo,GAULA Meta,Recibido,Análisis de inteligencia,Camila Acosta Martínez,DEMO-CC-26298399,3847650258,""Girardot, Plaza Principal"",Cundinamarca,Girardot,Plaza Principal,4.267493,-74.789838,""Reporte sintético de secuestro bajo modalidad retención simulada en Girardot. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3518134374,El Mensajero,Giro nacional / CTA-DEMO-020,25174083,Mensaje SMS"; Enlace sospechoso,Dato ficticio para entrenamiento. Validar patrón: llamadas_recurrentes. Operador: operador.demo1.,Retención simulada,Red local ficticia Alfa,Alto,160,llamadas_recurrentes,75,Concentración geográfica,El Mensajero|CTA-DEMO-020|3518134374,SI;;
"NEXO-147-00487,2026-03-06,03:39,Extorsión,Crítica,WhatsApp Institucional,GAULA Bogotá,Cerrado preventivo,Verificación inicial,Andrea Ramírez Molina,DEMO-CC-25204539,3155985149,""Bogotá, Zona Industrial"",Bogotá D.C.,Bogotá,Zona Industrial,4.708143,-74.056325,""Reporte sintético de extorsión bajo modalidad extorsión digital en Bogotá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3695834833,Alias-997,Nequi / CTA-DEMO-008,754063,Audio de llamada"; Comprobante de pago; Mensaje SMS,Dato ficticio para entrenamiento. Validar patrón: pagos_billetera_digital. Operador: analista.demo1.,Extorsión digital,Grupo oportunista ficticio,Alto,190,pagos_billetera_digital,100,Uso de cuenta repetida,Alias-997|CTA-DEMO-008|3695834833,SI;
"NEXO-147-00488,2025-12-16,21:15,Fraude con intimidación,Alta,Línea 147,GAULA Cundinamarca,En análisis,Coordinación operativa,Paula Moreno Ramírez,DEMO-CC-72448208,3205996460,""Cartagena, Occidente"",Bolívar,Cartagena,Occidente,10.370908,-75.515168,""Reporte sintético de fraude con intimidación bajo modalidad suplantación autoridad en Cartagena. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3887403982,El Norte,Cuenta corresponsal / CTA-DEMO-685,17667841,Captura WhatsApp"; Audio de llamada; Número telefónico; Comprobante de pago,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: analista.demo2.,Suplantación autoridad,Grupo oportunista ficticio,Crítico,57,pico_mensajeria_nocturna,100,Incremento en horario nocturno,El Norte|CTA-DEMO-685|3887403982,SI
"NEXO-147-00489,2025-06-21,10:37,Extorsión,Baja,Línea 147,GAULA Valle,En análisis,Cierre,Camila Acosta Gómez,DEMO-CC-89661360,3791946015,""Floridablanca, Barrio El Progreso"",Santander,Floridablanca,Barrio El Progreso,7.086037,-73.069367,""Reporte sintético de extorsión bajo modalidad suplantación autoridad en Floridablanca. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3353385192,El Primo,Bancolombia cuenta ahorro / CTA-DEMO-008,0,Número telefónico"; Mensaje SMS; Comprobante de pago,Dato ficticio para entrenamiento. Validar patrón: llamadas_recurrentes. Operador: operador.demo2.,Suplantación autoridad,Red local ficticia Alfa,Bajo,5,llamadas_recurrentes,45,Uso de cuenta repetida,El Primo|CTA-DEMO-008|3353385192,SI;
"NEXO-147-00490,2026-04-10,22:31,Desaparición asociada,Alta,Línea 147,GAULA Valle,Escalado operativo,Coordinación operativa,Julián Gómez Peña,DEMO-CC-89436026,3105440092,""Zipaquirá, Barrio El Progreso"",Cundinamarca,Zipaquirá,Barrio El Progreso,5.055374,-74.000981,""Reporte sintético de desaparición asociada bajo modalidad falso servicio en Zipaquirá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3556674383,Alias-423,Sin cuenta reportada,4412448,Número telefónico"; Captura WhatsApp; Audio de llamada,Dato ficticio para entrenamiento. Validar patrón: sin_patron_confirmado. Operador: operador.demo2.,Falso servicio,Sin determinar,Medio,93,sin_patron_confirmado,73,Concentración geográfica,Alias-423|CTA-DEMO-347|3556674383,SI;
"NEXO-147-00491,2025-02-15,11:36,Extorsión,Alta,Línea 147,GAULA Santander,En análisis,Coordinación operativa,Daniel Rodríguez Martínez,DEMO-CC-56000164,3531739043,""Facatativá, Barrio El Progreso"",Cundinamarca,Facatativá,Barrio El Progreso,4.824518,-74.364431,""Reporte sintético de extorsión bajo modalidad falso servicio en Facatativá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3709830052,Alias-701,Giro nacional / CTA-DEMO-878,10810425,Captura WhatsApp"; Correo amenazante; Audio de llamada,Dato ficticio para entrenamiento. Validar patrón: amenaza_familiar. Operador: analista.demo2.,Falso servicio,Actor desconocido,Medio,204,amenaza_familiar,84,Concentración geográfica,Alias-701|CTA-DEMO-878|3709830052,SI;
"NEXO-147-00492,2025-08-26,18:36,Desaparición asociada,Crítica,Línea 147,GAULA Valle,En análisis,Coordinación operativa,Carlos Torres Pardo,DEMO-CC-29827080,3331713223,""Magangué, Sur"",Bolívar,Magangué,Sur,9.227197,-74.779824,""Reporte sintético de desaparición asociada bajo modalidad falso servicio en Magangué. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3056032476,R-21,Nequi / CTA-DEMO-630,8083143,Número telefónico"; Audio de llamada,Dato ficticio para entrenamiento. Validar patrón: sin_patron_confirmado. Operador: director.demo.,Falso servicio,Red digital ficticia Beta,Crítico,159,sin_patron_confirmado,100,Uso de cuenta repetida,R-21|CTA-DEMO-630|3056032476,SI;;
"NEXO-147-00493,2026-02-25,18:34,Secuestro,Media,WhatsApp Institucional,GAULA Bogotá,Asignado a unidad,Verificación inicial,Carolina Acosta Molina,DEMO-CC-18647850,3885912139,""Buenaventura, Centro"",Valle del Cauca,Buenaventura,Centro,3.842803,-77.039601,""Reporte sintético de secuestro bajo modalidad paquete retenido falso en Buenaventura. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3245906230,Alias-314,Cuenta corresponsal / CTA-DEMO-997,290289,Captura WhatsApp,Dato ficticio para entrenamiento. Validar patrón: llamadas_recurrentes. Operador: director.demo.,Paquete retenido falso,Red digital ficticia Beta,Medio,46,llamadas_recurrentes,59,Sin tendencia clara,Alias-314|CTA-DEMO-997|3245906230,SI";;;
"NEXO-147-00494,2026-05-04,08:50,Desaparición asociada,Crítica,Línea 147,GAULA Valle,En verificación,Seguimiento,Carlos Moreno Suárez,DEMO-CC-62764932,3775470280,""Cali, Centro"",Valle del Cauca,Cali,Centro,3.41324,-76.525523,""Reporte sintético de desaparición asociada bajo modalidad suplantación familiar en Cali. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3598826432,El Primo,Cuenta corresponsal / CTA-DEMO-320,4986717,Número telefónico"; Enlace sospechoso,Dato ficticio para entrenamiento. Validar patrón: amenaza_familiar. Operador: analista.demo1.,Suplantación familiar,Grupo oportunista ficticio,Crítico,232,amenaza_familiar,100,Sin tendencia clara,El Primo|CTA-DEMO-320|3598826432,SI;;
"NEXO-147-00495,2025-01-16,07:48,Secuestro,Alta,Correo Institucional,GAULA Valle,En verificación,Seguimiento,Mateo Rojas Rodríguez,DEMO-CC-52106541,3879739989,""Soacha, Occidente"",Cundinamarca,Soacha,Occidente,4.543185,-74.192799,""Reporte sintético de secuestro bajo modalidad retención simulada en Soacha. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3734800867,Alias-613,Nequi / CTA-DEMO-497,45618486,Comprobante de pago"; Correo amenazante; Número telefónico; Mensaje SMS,Dato ficticio para entrenamiento. Validar patrón: zona_terminal_transporte. Operador: director.demo.,Retención simulada,Red digital ficticia Beta,Alto,232,zona_terminal_transporte,100,Concentración geográfica,Alias-613|CTA-DEMO-497|3734800867,SI
"NEXO-147-00496,2025-08-22,17:50,Amenaza,Crítica,Línea 147,GAULA Bolívar,Escalado operativo,Coordinación operativa,Camila Suárez Acosta,DEMO-CC-14235685,3959009245,""Facatativá, Zona Industrial"",Cundinamarca,Facatativá,Zona Industrial,4.806507,-74.387201,""Reporte sintético de amenaza bajo modalidad falso servicio en Facatativá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3718790785,Comando 17,Cripto billetera demo / CTA-DEMO-001,78454957,Captura WhatsApp,Dato ficticio para entrenamiento. Validar patrón: pagos_billetera_digital. Operador: analista.demo2.,Falso servicio,Red digital ficticia Beta,Alto,97,pagos_billetera_digital,100,Uso de cuenta repetida,Comando 17|CTA-DEMO-001|3718790785,SI";;;
"NEXO-147-00497,2026-04-18,17:29,Secuestro,Media,Línea 147,GAULA Antioquia,En análisis,Coordinación operativa,Camila Suárez Peña,DEMO-CC-96577076,3563547261,""Bogotá, Barrio El Progreso"",Bogotá D.C.,Bogotá,Barrio El Progreso,4.720579,-74.10048,""Reporte sintético de secuestro bajo modalidad suplantación familiar en Bogotá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3469133588,El Norte,Sin cuenta reportada,299862,Audio de llamada"; Comprobante de pago; Correo amenazante,Dato ficticio para entrenamiento. Validar patrón: alias_reutilizado. Operador: operador.demo2.,Suplantación familiar,Actor desconocido,Alto,59,alias_reutilizado,72,Reincidencia por alias,El Norte|CTA-DEMO-193|3469133588,SI;
"NEXO-147-00498,2025-08-15,14:40,Falso servicio,Crítica,Presencial,GAULA Cundinamarca,Cerrado preventivo,Recepción,Mateo Vargas Rojas,DEMO-CC-82133290,3079722958,""Bogotá, Terminal"",Bogotá D.C.,Bogotá,Terminal,4.683433,-74.04432,""Reporte sintético de falso servicio bajo modalidad suplantación familiar en Bogotá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3539032453,La Voz,Daviplata / CTA-DEMO-018,0,Mensaje SMS"; Audio de llamada,Dato ficticio para entrenamiento. Validar patrón: alias_reutilizado. Operador: director.demo.,Suplantación familiar,Grupo oportunista ficticio,Crítico,141,alias_reutilizado,100,Reincidencia por alias,La Voz|CTA-DEMO-018|3539032453,SI;;
"NEXO-147-00499,2026-05-15,20:59,Extorsión,Crítica,Correo Institucional,GAULA Meta,Asignado a unidad,Recepción,Carlos Mejía Gómez,DEMO-CC-99858139,3369965003,""Bogotá, Sur"",Bogotá D.C.,Bogotá,Sur,4.736828,-74.084143,""Reporte sintético de extorsión bajo modalidad extorsión digital en Bogotá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3013492140,Comando 17,Daviplata / CTA-DEMO-010,73477473,Correo amenazante"; Audio de llamada; Mensaje SMS,Dato ficticio para entrenamiento. Validar patrón: pagos_billetera_digital. Operador: operador.demo2.,Extorsión digital,Red local ficticia Alfa,Crítico,207,pagos_billetera_digital,100,Uso de cuenta repetida,Comando 17|CTA-DEMO-010|3013492140,SI;
